HIOS Plan ID,Plan Marketing Name,HIOS Product ID,Market Coverage,Dental Only Plan,Network ID,Service Area ID,Formulary ID,New\Existing Plan,Plan Type,Level of Coverage,Unique Plan Design,QHP\Non QHP,Notice Required for Pregnancy,Is a Referral Required for Specialist,Specialist s  Requiring a Referral,Plan Level Exclusions,Limited Cost Sharing Plan Variation   Est Advanced Payment,Child Only Offering,Child Only Plan ID,Wellness Program Offered,Disease Management Programs Offered,EHB Apportionment for Pediatric Dental,Guaranteed vs  Estimated Rate,Plan Effective Date,Plan Expiration Date,Out of Country Coverage,Out of Country Coverage Description,Out of Service Area Coverage,Out of Service Area Coverage Description,National Network,Enrollment Payment URL,Life Cycle Status Name,EHB Percent of Total Premium,Does this plan offer Composite Rating,Design Type,Plan Published Indicator
33602TX0870178,Blue Advantage Plus Silver 202,33602TX087,Individual,No,TXN001,TXS121,TXF038,Existing,POS,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870180,Blue Advantage Plus Silver 202,33602TX087,Individual,No,TXN001,TXS141,TXF038,Existing,POS,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870188,Blue Advantage Plus Silver 202,33602TX087,Individual,No,TXN001,TXS221,TXF038,Existing,POS,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870191,Blue Advantage Plus Silver 202,33602TX087,Individual,No,TXN001,TXS251,TXF038,Existing,POS,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870179,Blue Advantage Plus Silver 202,33602TX087,Individual,No,TXN001,TXS131,TXF038,Existing,POS,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460672,Blue Advantage Security HMO 200,33602TX046,Individual,No,TXN001,TXS181,TXF021,Existing,HMO,Catastrophic,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460673,Blue Advantage Security HMO 200,33602TX046,Individual,No,TXN001,TXS191,TXF021,Existing,HMO,Catastrophic,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
98809TX0600136,UHC Choice HSA Bronze 7300-2,98809TX060,Small Group,No,TXN002,TXS002,TXF006,Existing,EPO,Expanded Bronze,Yes,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,No,"Heart Disease,Diabetes,Pregnancy",,,2024-01-01,2024-12-31,No,,No,,Yes,N/A,Published,,No,,Yes
33602TX0461035,Blue Advantage Bronze HMO 707,33602TX046,Individual,No,TXN001,TXS041,TXF031,Existing,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0461036,Blue Advantage Bronze HMO 707,33602TX046,Individual,No,TXN001,TXS051,TXF031,Existing,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0461038,Blue Advantage Bronze HMO 707,33602TX046,Individual,No,TXN001,TXS071,TXF031,Existing,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0461042,Blue Advantage Bronze HMO 707,33602TX046,Individual,No,TXN001,TXS111,TXF031,Existing,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0470690,Blue Advantage Gold HMOSM 812,33602TX047,Small Group,No,TXN011,TXS221,TXF005,Existing,HMO,Gold,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0461062,Blue Advantage Gold HMO 206,33602TX046,Individual,No,TXN001,TXS261,TXF024,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461063,Blue Advantage Gold HMO 207,33602TX046,Individual,No,TXN001,TXS251,TXF023,Existing,HMO,Gold,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870206,Blue Advantage Plus Silver 306,33602TX087,Individual,No,TXN001,TXS141,TXF035,Existing,POS,Silver,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461077,Blue Advantage Security HMO 200,33602TX046,Individual,No,TXN001,TXS251,TXF021,Existing,HMO,Catastrophic,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461101,Blue Advantage Silver HMO 801,33602TX046,Individual,No,TXN001,TXS131,TXF040,New,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870012,Blue Advantage Plus Bronze 201,33602TX087,Individual,No,TXN001,TXS021,TXF041,Existing,POS,Expanded Bronze,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870049,Blue Advantage Plus Bronze 303,33602TX087,Individual,No,TXN001,TXS131,TXF034,Existing,POS,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461096,Blue Advantage Silver HMO 801,33602TX046,Individual,No,TXN001,TXS081,TXF040,New,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461109,Blue Advantage Silver HMO 801,33602TX046,Individual,No,TXN001,TXS211,TXF040,New,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870208,Blue Advantage Plus Silver 306,33602TX087,Individual,No,TXN001,TXS161,TXF035,Existing,POS,Silver,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461110,Blue Advantage Silver HMO 801,33602TX046,Individual,No,TXN001,TXS221,TXF040,New,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461111,Blue Advantage Silver HMO 801,33602TX046,Individual,No,TXN001,TXS231,TXF040,New,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461115,Blue Advantage Silver HMO 801,33602TX046,Individual,No,TXN001,TXS271,TXF040,New,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461116,MyBlue Health Bronze 402,33602TX046,Individual,No,TXN008,TXS058,TXF026,Existing,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461121,MyBlue Health Bronze 402,33602TX046,Individual,No,TXN008,TXS188,TXF026,Existing,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461122,MyBlue Health Bronze 402,33602TX046,Individual,No,TXN008,TXS258,TXF026,Existing,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870209,Blue Advantage Plus Silver 306,33602TX087,Individual,No,TXN001,TXS171,TXF035,Existing,POS,Silver,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870211,Blue Advantage Plus Silver 306,33602TX087,Individual,No,TXN001,TXS191,TXF035,Existing,POS,Silver,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870212,Blue Advantage Plus Silver 306,33602TX087,Individual,No,TXN001,TXS201,TXF035,Existing,POS,Silver,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461127,MyBlue Health Gold 403,33602TX046,Individual,No,TXN008,TXS158,TXF039,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461130,MyBlue Health Silver 405,33602TX046,Individual,No,TXN008,TXS058,TXF039,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461131,MyBlue Health Silver 405,33602TX046,Individual,No,TXN008,TXS088,TXF039,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461132,MyBlue Health Silver 405,33602TX046,Individual,No,TXN008,TXS098,TXF039,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461133,MyBlue Health Silver 405,33602TX046,Individual,No,TXN008,TXS108,TXF039,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461159,MyBlue Health Bronze 806,33602TX046,Individual,No,TXN008,TXS088,TXF031,New,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0461161,MyBlue Health Bronze 806,33602TX046,Individual,No,TXN008,TXS108,TXF031,New,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0461166,MyBlue Health Gold 808,33602TX046,Individual,No,TXN008,TXS088,TXF027,New,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0461167,MyBlue Health Gold 808,33602TX046,Individual,No,TXN008,TXS098,TXF027,New,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0461168,MyBlue Health Gold 808,33602TX046,Individual,No,TXN008,TXS108,TXF027,New,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0461170,MyBlue Health Gold 808,33602TX046,Individual,No,TXN008,TXS188,TXF027,New,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0461173,MyBlue Health Silver 807,33602TX046,Individual,No,TXN008,TXS088,TXF030,New,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0470956,Blue Advantage Bronze HMOSM 833,33602TX047,Small Group,No,TXN011,TXS141,TXF001,Existing,HMO,Bronze,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0470960,Blue Advantage Bronze HMOSM 833,33602TX047,Small Group,No,TXN011,TXS171,TXF001,Existing,HMO,Bronze,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
