Insurance Plan Identifier,Insurance Plan Variant Component Type Name,SBC Coverage Name,SBC Coverage Deductible Amount,SBC Coverage Copayment Amount,SBC Coverage Coinsurance Amount,SBC Coverage Limit Amount
33602TX0471111,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471087,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471111,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471088,Non-Exchange variant,Maternity,5250.00,0.00,0.00,60.00
33602TX0471088,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471111,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471088,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471112,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471090,Non-Exchange variant,Maternity,5250.00,0.00,0.00,60.00
33602TX0471090,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471112,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471090,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471112,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471091,Non-Exchange variant,Maternity,5250.00,0.00,0.00,60.00
33602TX0471113,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471091,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471091,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471113,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471092,Non-Exchange variant,Maternity,5250.00,0.00,0.00,60.00
33602TX0471113,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471092,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471114,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471092,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471114,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471093,Non-Exchange variant,Maternity,5250.00,0.00,0.00,60.00
33602TX0471114,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471093,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471116,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471093,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471116,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471094,Non-Exchange variant,Maternity,5250.00,0.00,0.00,60.00
33602TX0471116,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471094,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471117,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471094,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471117,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471095,Non-Exchange variant,Maternity,5250.00,0.00,0.00,60.00
33602TX0471095,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471117,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471095,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471118,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471096,Non-Exchange variant,Maternity,5250.00,0.00,0.00,60.00
33602TX0471118,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471096,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471118,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471096,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471119,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471097,Non-Exchange variant,Maternity,5250.00,0.00,0.00,60.00
33602TX0471119,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471097,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471119,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471097,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471120,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471099,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471099,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471120,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471099,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471120,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471100,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471100,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471121,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471100,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471121,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471101,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471121,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471101,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471122,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471144,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471122,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471145,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471122,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471145,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471123,Non-Exchange variant,Maternity,3750.00,700.00,1600.00,60.00
33602TX0471145,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471123,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471146,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471123,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471146,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471125,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471146,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471125,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471147,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471147,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471125,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471147,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471126,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471148,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471148,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471126,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471148,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471126,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471149,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471127,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471149,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471127,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471149,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471127,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471151,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471128,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471151,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471128,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471151,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471128,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471152,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471129,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471152,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471152,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471129,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471153,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471129,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471153,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471130,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471153,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471130,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471154,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471130,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471154,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471131,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471154,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471131,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471155,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471131,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471155,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471132,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471155,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471156,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471132,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471156,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471132,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471156,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471133,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471157,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471133,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471157,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471133,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471157,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471158,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471158,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471134,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471158,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471134,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471159,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471134,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471159,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471135,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471159,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471135,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471160,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471135,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471160,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471136,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471160,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471136,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471161,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471136,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471161,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471137,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471161,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471162,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471137,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471162,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471137,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471162,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471163,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471138,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471163,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471138,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471163,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471138,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471164,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471139,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471164,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471164,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471139,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471165,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471139,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471165,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471140,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471165,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471140,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471166,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471140,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471166,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471142,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471166,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471142,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471168,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471142,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471168,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471168,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471143,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471169,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471143,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471169,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471143,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471169,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471144,Non-Exchange variant,Maternity,6000.00,700.00,1200.00,60.00
33602TX0471170,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471144,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471170,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471187,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471170,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471171,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471188,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471171,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471188,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471171,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471188,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471172,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471189,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471172,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471172,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471173,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471189,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471173,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471189,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471173,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471190,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471174,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471190,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471174,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471190,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471174,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471175,Non-Exchange variant,Maternity,6500.00,0.00,800.00,60.00
33602TX0471191,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471175,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0471191,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471175,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471191,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471177,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471192,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471177,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471192,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471177,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471192,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471178,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471194,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471178,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471194,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471178,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471179,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471179,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471194,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471179,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471195,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471180,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471195,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471180,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471195,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471180,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471196,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471181,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471181,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471196,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471181,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471196,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471182,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471197,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471182,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471197,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471182,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471197,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471183,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471198,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471183,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471198,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471183,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471198,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471184,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471199,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471184,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471184,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471199,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471185,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471199,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471185,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471200,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471185,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471200,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471186,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471200,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471186,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471201,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471186,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471201,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471187,Non-Exchange variant,Maternity,3200.00,0.00,300.00,60.00
33602TX0471187,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471201,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471203,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471231,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471232,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471203,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471232,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471203,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471232,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471233,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471204,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471233,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471204,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471233,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471204,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471234,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471205,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471234,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471205,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471234,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471205,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471235,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471206,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471235,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471206,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471235,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471206,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471236,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471236,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471207,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471236,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471237,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471207,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471237,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471237,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471207,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471238,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471208,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471238,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
