HIOS Plan ID,Level of Coverage,CSR Variation Type,Issuer Actuarial Value,AV Calculator Output Number,Medical and Drug Deductibles Integrated ,Medical and Drug Maximum Out Of Pocket Integrated ,Multiple In Network Tiers ,1st Tier Utilization,2nd Tier Utilization, Plan Brochure,URL for Summary of Benefits and Coverage,HSA Eligible,HSA\HRA Employer Contribution,HSA\HRA Employer Contribution Amount,Maximum Coinsurance for Specialty Drugs,Maximum Number of Days for Charging an Inpatient Copay,Begin Primary Care Cost Sharing After a Set Number of Visits,Begin Primary Care Deductible\ Coinsurance After a Set Number of Copays,Plan Variant Marketing Name
33602TX0880137,Gold,Non-Exchange variant,,78.15,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghik08bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 204-in vitro
33602TX0880142,Gold,Non-Exchange variant,,78.15,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghik08bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 204-in vitro
33602TX0880143,Gold,Non-Exchange variant,,78.15,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghik08bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 204-in vitro
33602TX0880144,Gold,Non-Exchange variant,,78.15,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghik08bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 204-in vitro
33602TX0880145,Gold,Non-Exchange variant,,78.15,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghik08bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 204-in vitro
33602TX0880146,Gold,Non-Exchange variant,,78.15,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghik08bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 204-in vitro
33602TX0880157,Gold,Non-Exchange variant,,78.15,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghik08bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 204-in vitro
33602TX0880161,Gold,Non-Exchange variant,,78.15,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghik08bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 204-in vitro
33602TX0880165,Gold,Non-Exchange variant,,81.58,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 801-in vitro
33602TX0880170,Gold,Non-Exchange variant,,81.58,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 801-in vitro
33602TX0880172,Gold,Non-Exchange variant,,81.58,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 801-in vitro
33602TX0880181,Gold,Non-Exchange variant,,81.58,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 801-in vitro
33602TX0880184,Gold,Non-Exchange variant,,81.58,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 801-in vitro
33602TX0880185,Gold,Non-Exchange variant,,81.58,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 801-in vitro
33602TX0880193,Gold,Non-Exchange variant,,81.22,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig12bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 812-in vitro
33602TX0880199,Gold,Non-Exchange variant,,81.22,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig12bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 812-in vitro
33602TX0880221,Gold,Non-Exchange variant,,80.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 814-in vitro
33602TX0880225,Gold,Non-Exchange variant,,80.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 814-in vitro
33602TX0880234,Gold,Non-Exchange variant,,80.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 814-in vitro
33602TX0880238,Gold,Non-Exchange variant,,80.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 814-in vitro
33602TX0880242,Gold,Non-Exchange variant,,80.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 814-in vitro
33602TX0880248,Gold,Non-Exchange variant,,80.98,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 816-in vitro
33602TX0880250,Gold,Non-Exchange variant,,80.98,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 816-in vitro
33602TX0880252,Gold,Non-Exchange variant,,80.98,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 816-in vitro
33602TX0880260,Gold,Non-Exchange variant,,80.98,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 816-in vitro
33602TX0880262,Gold,Non-Exchange variant,,80.98,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 816-in vitro
33602TX0880267,Gold,Non-Exchange variant,,80.98,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 816-in vitro
33602TX0880270,Gold,Non-Exchange variant,,80.98,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 816-in vitro
33602TX0880274,Gold,Non-Exchange variant,,80.54,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig15bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 817-in vitro
33602TX0880277,Gold,Non-Exchange variant,,80.54,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig15bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 817-in vitro
33602TX0880278,Gold,Non-Exchange variant,,80.54,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig15bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 817-in vitro
33602TX0880279,Gold,Non-Exchange variant,,80.54,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig15bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 817-in vitro
33602TX0880286,Gold,Non-Exchange variant,,80.54,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig15bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 817-in vitro
33602TX0880287,Gold,Non-Exchange variant,,80.54,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig15bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 817-in vitro
33602TX0880288,Gold,Non-Exchange variant,,80.54,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig15bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 817-in vitro
33602TX0880289,Gold,Non-Exchange variant,,80.54,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig15bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 817-in vitro
33602TX0880290,Gold,Non-Exchange variant,,80.54,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig15bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 817-in vitro
33602TX0880291,Gold,Non-Exchange variant,,80.54,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig15bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 817-in vitro
33602TX0880294,Gold,Non-Exchange variant,,80.54,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig15bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 817-in vitro
33602TX0880323,Gold,Non-Exchange variant,,79.86,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig16bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 822-in vitro
33602TX0880326,Gold,Non-Exchange variant,,80.10,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig10bavstxo-tx-2024.pdf,Yes,Yes,300.0000,,,,,Blue Advantage Gold HMOSM 830-in vitro
33602TX0880333,Gold,Non-Exchange variant,,80.10,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig10bavstxo-tx-2024.pdf,Yes,Yes,300.0000,,,,,Blue Advantage Gold HMOSM 830-in vitro
33602TX0880336,Gold,Non-Exchange variant,,80.10,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig10bavstxo-tx-2024.pdf,Yes,Yes,300.0000,,,,,Blue Advantage Gold HMOSM 830-in vitro
33602TX0880342,Gold,Non-Exchange variant,,80.10,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig10bavstxo-tx-2024.pdf,Yes,Yes,300.0000,,,,,Blue Advantage Gold HMOSM 830-in vitro
33602TX0880488,Platinum,Non-Exchange variant,,91.26,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 807-in vitro
33602TX0880494,Platinum,Non-Exchange variant,,91.26,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 807-in vitro
33602TX0880513,Platinum,Non-Exchange variant,,91.26,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 807-in vitro
33602TX0880518,Platinum,Non-Exchange variant,,91.19,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phig10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 808-in vitro
33602TX0880524,Platinum,Non-Exchange variant,,91.19,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phig10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 808-in vitro
33602TX0880530,Platinum,Non-Exchange variant,,91.19,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phig10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 808-in vitro
33602TX0880532,Platinum,Non-Exchange variant,,91.19,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phig10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 808-in vitro
33602TX0880539,Platinum,Non-Exchange variant,,91.19,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phig10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 808-in vitro
33602TX0880540,Platinum,Non-Exchange variant,,91.19,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phig10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 808-in vitro
33602TX0880543,Silver,Non-Exchange variant,,70.23,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij49bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 101-in vitro
33602TX0880586,Silver,Non-Exchange variant,,71.22,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij51bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 102-in vitro
33602TX0880589,Silver,Non-Exchange variant,,71.22,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij51bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 102-in vitro
33602TX0880591,Silver,Non-Exchange variant,,71.22,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij51bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 102-in vitro
33602TX0880592,Silver,Non-Exchange variant,,71.22,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij51bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 102-in vitro
33602TX0880663,Silver,Non-Exchange variant,,71.42,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij55bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 134-in vitro
33602TX0880667,Silver,Non-Exchange variant,,71.42,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij55bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 134-in vitro
33602TX0880672,Silver,Non-Exchange variant,,71.42,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij55bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 134-in vitro
33602TX0880689,Silver,Non-Exchange variant,,71.23,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shil02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 201 -in vitro
33602TX0880693,Silver,Non-Exchange variant,,71.23,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shil02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 201 -in vitro
33602TX0880701,Silver,Non-Exchange variant,,71.23,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shil02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 201 -in vitro
33602TX0880703,Silver,Non-Exchange variant,,71.79,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 803-in vitro
33602TX0880712,Silver,Non-Exchange variant,,71.79,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 803-in vitro
33602TX0880715,Silver,Non-Exchange variant,,71.79,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 803-in vitro
33602TX0880726,Silver,Non-Exchange variant,,71.79,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 803-in vitro
33602TX0880731,Silver,Non-Exchange variant,,71.21,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shig12bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 804-in vitro
33602TX0880907,Silver,Non-Exchange variant,,71.83,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shia03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 945-in vitro
33602TX0880908,Silver,Non-Exchange variant,,71.83,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shia03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 945-in vitro
33602TX0880910,Silver,Non-Exchange variant,,71.83,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shia03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 945-in vitro
33602TX0880912,Silver,Non-Exchange variant,,71.83,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shia03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 945-in vitro
33602TX0880913,Silver,Non-Exchange variant,,71.83,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shia03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 945-in vitro
33602TX0880915,Silver,Non-Exchange variant,,71.83,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shia03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 945-in vitro
33602TX0880919,Silver,Non-Exchange variant,,69.86,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shin01bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 401-in vitro
33602TX0880920,Silver,Non-Exchange variant,,69.86,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shin01bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 401-in vitro
33602TX0880922,Silver,Non-Exchange variant,,69.86,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shin01bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 401-in vitro
33602TX0880924,Silver,Non-Exchange variant,,69.86,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shin01bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 401-in vitro
33602TX0880925,Silver,Non-Exchange variant,,69.86,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shin01bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 401-in vitro
33602TX0890020,Silver,Non-Exchange variant,,70.23,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-spij67bcastxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Choice Silver PPOSM 101-in vitro
33602TX0890023,Silver,Non-Exchange variant,,69.37,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-spij77bcastxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Choice Silver PPOSM 120-in vitro
33602TX0890027,Silver,Non-Exchange variant,,71.79,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-spig11bcastxo-tx-2024.pdf,No,No,,,,,,Blue Choice Silver PPOSM 803-in vitro
33602TX0890028,Silver,Non-Exchange variant,,70.86,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-spig12bcastxo-tx-2024.pdf,No,No,,,,,,Blue Choice Silver PPOSM 824-in vitro
33602TX0890030,Silver,Non-Exchange variant,,70.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-spig14bcastxo-tx-2024.pdf,No,No,,,,,,Blue Choice Silver PPOSM 827-in vitro
33602TX0890032,Silver,Non-Exchange variant,,71.21,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-spig10bcastxo-tx-2024.pdf,No,No,,,,,,Blue Choice Silver PPOSM 844-in vitro
33602TX0890035,Silver,Non-Exchange variant,,70.26,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-spin02bcastxo-tx-2024.pdf,No,No,,,,,,Blue Choice Silver PPOSM 402-in vitro
40220TX0080013,Gold,Exchange variant (no CSR),79.18,,Yes,Yes,No,100%,,https://www.uhc.com/txplanbrochure2024,https://www.uhc.com/ifp/sbc.40220TX0080013-00.en.2024,No,No,,,,,,"UHC Gold Standard $0 Indiv Ded ($0 Virtual Urgent Care + $0 PCP Visits, $3 Tier 2 Rx, $0 Insulin)"
40220TX0080013,Gold,Non-Exchange variant,79.18,,Yes,Yes,No,100%,,https://www.uhc.com/txplanbrochure2024,https://www.uhc.com/ifp/sbc.40220TX0080013-00.en.2024,No,No,,,,,,"UHC Gold-X Standard $0 Indiv Ded ($0 Virtual Urgent Care + $0 PCP Visits, $3 Tier 2 Rx, $0 Insulin)"
58840TX0110146,Silver,Exchange variant (no CSR),70.01,70.01,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768708_58840TX0110146-00_SBC.pdf,No,No,,,,,,Silver S: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7
58840TX0110146,Silver,Non-Exchange variant,70.01,70.01,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768708_58840TX0110146-00_SBC.pdf,No,No,,,,,,Silver S: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7
58840TX0120007,Silver,Non-Exchange variant,70.83,,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768293_58840TX0120007-00_SBC.pdf,No,No,,,,,,Silver 1: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
58840TX0120008,Silver,Non-Exchange variant,70.83,,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768162_58840TX0120008-00_SBC.pdf,No,No,,,,,,Silver 1: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
58840TX0120031,Silver,Non-Exchange variant,70.01,70.01,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768125_58840TX0120031-00_SBC.pdf,No,No,,,,,,Silver S: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
58840TX0120043,Silver,Non-Exchange variant,70.83,,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768573_58840TX0120043-00_SBC.pdf,No,No,,,,,,Silver 1: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
58840TX0120045,Gold,Non-Exchange variant,78.02,78.02,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768307_58840TX0120045-00_SBC.pdf,No,No,,,,,,Gold S: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
58840TX0120144,Silver,Non-Exchange variant,70.04,,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768565_58840TX0120144-00_SBC.pdf,No,No,,,,,,Silver 7: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
58840TX0120147,Silver,Non-Exchange variant,70.04,,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768414_58840TX0120147-00_SBC.pdf,No,No,,,,,,Silver 7: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
33602TX0470624,Platinum,Non-Exchange variant,,91.19,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phsg10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 808
33602TX0870187,Silver,Exchange variant (no CSR),,71.83,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 202
33602TX0870187,Silver,Non-Exchange variant,,71.83,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 202
33602TX0471119,Silver,Non-Exchange variant,,70.93,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 935
37755TX0130025,Gold,Non-Exchange variant,,80.24,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,No,No,,,,1,,Gold PPO 90 2000
40788TX0370028,Gold,Non-Exchange variant,,78.20,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,Yes,No,,,,,,Gold HMO HSA 3700
33602TX0470874,Silver,Non-Exchange variant,,70.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 818
33602TX0470876,Silver,Non-Exchange variant,,70.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 818
